carat,cut,cut_ord,color,clarity,clarity_ord,price
0.52,Ideal,5,E,SI1,3,1737
1.75,Ideal,5,I,VS2,5,12531
0.9,Very Good,3,G,SI1,3,4320
1.52,Ideal,5,D,VS2,5,12392
2.01,Premium,4,G,VS2,5,17987
0.41,Ideal,5,D,VS2,5,1007
0.71,Ideal,5,I,SI1,3,2660
1.51,Premium,4,G,VS1,4,12831
1.02,Good,2,G,VS2,5,5816
1.17,Ideal,5,I,SI1,3,6405
0.33,Ideal,5,H,VS2,5,521
1.39,Premium,4,F,SI1,3,8631
1.7,Ideal,5,I,SI1,3,10520
0.7,Very Good,3,E,SI1,3,2753
0.31,Ideal,5,H,VVS1,7,907
1.26,Very Good,3,J,SI1,3,4989
1.21,Very Good,3,I,VVS2,6,6653
1.02,Very Good,3,F,VS1,4,7682
1.26,Very Good,3,F,SI2,2,5998
0.71,Ideal,5,E,SI1,3,2494
0.5,Ideal,5,E,VS1,4,1759
1.05,Very Good,3,I,SI1,3,4688
0.3,Premium,4,D,VS2,5,911
0.3,Ideal,5,H,VVS1,7,665
0.3,Ideal,5,E,VS2,5,658
1.51,Ideal,5,H,SI1,3,9569
0.54,Very Good,3,D,SI1,3,1662
1.18,Premium,4,F,VS1,4,9648
1.13,Fair,1,J,SI1,3,4123
0.5,Premium,4,G,SI2,2,1121
0.34,Premium,4,E,SI1,3,596
0.3,Ideal,5,H,VVS2,6,605
0.31,Ideal,5,H,VVS2,6,625
1.2,Premium,4,F,VS1,4,8669
2.51,Premium,4,H,SI2,2,14543
1.5,Premium,4,I,SI2,2,6132
1.2,Ideal,5,H,VS1,4,8852
1.53,Ideal,5,F,SI1,3,11999
0.4,Ideal,5,G,SI2,2,648
1.01,Very Good,3,H,SI1,3,4836
2.01,Ideal,5,I,VS1,4,17068
1.38,Premium,4,G,VS1,4,10850
0.4,Premium,4,E,VS2,5,949
1.02,Good,2,H,SI1,3,4476
1.02,Very Good,3,F,VS2,5,6479
0.71,Ideal,5,D,VVS2,6,3856
1.47,Premium,4,J,VS2,5,7203
0.3,Ideal,5,D,SI1,3,709
0.5,Fair,1,G,VVS2,6,1791
0.34,Ideal,5,I,SI1,3,589
1.55,Premium,4,H,VS2,5,11738
1.02,Good,2,D,SI2,2,4633
0.41,Ideal,5,F,VS1,4,1076
1.21,Ideal,5,D,VVS2,6,12657
0.68,Very Good,3,G,VS1,4,2114
0.3,Premium,4,D,SI1,3,552
0.43,Good,2,D,SI2,2,669
1.02,Premium,4,H,SI2,2,3313
2.08,Premium,4,I,SI2,2,14047
0.43,Ideal,5,H,SI1,3,669
0.31,Very Good,3,D,SI1,3,732
2.01,Very Good,3,J,SI1,3,14125
2.09,Very Good,3,I,SI2,2,13500
0.3,Very Good,3,G,SI1,3,447
0.54,Ideal,5,F,VS2,5,1621
1.01,Good,2,F,SI1,3,4339
0.42,Ideal,5,D,VVS2,6,1326
1.52,Premium,4,H,SI2,2,7764
1.04,Premium,4,I,SI1,3,4368
0.3,Very Good,3,D,SI2,2,447
1.74,Premium,4,J,SI2,2,8690
0.3,Good,2,J,VS1,4,394
0.41,Ideal,5,H,VVS1,7,1043
0.35,Premium,4,F,SI1,3,583
1.5,Good,2,H,SI1,3,8112
0.7,Fair,1,D,SI2,2,1806
0.73,Ideal,5,D,SI2,2,2770
0.4,Good,2,J,VS1,4,567
0.31,Premium,4,G,IF,8,924
0.38,Premium,4,H,VS1,4,766
1.13,Ideal,5,H,I1,1,3678
0.5,Ideal,5,G,VVS1,7,1883
1.5,Good,2,G,SI2,2,7216
1.5,Fair,1,E,SI1,3,11128
0.42,Ideal,5,F,VS1,4,1103
1.51,Very Good,3,E,SI1,3,11565
1.01,Premium,4,F,SI2,2,3897
0.32,Ideal,5,D,SI1,3,756
0.62,Good,2,D,VS2,5,2288
0.3,Good,2,G,VS1,4,605
0.64,Ideal,5,D,SI1,3,1967
0.5,Very Good,3,F,VVS2,6,2041
1.22,Premium,4,I,SI2,2,4735
0.51,Ideal,5,E,SI1,3,1443
0.76,Ideal,5,F,SI1,3,2719
0.7,Ideal,5,D,SI1,3,2612
0.39,Very Good,3,F,VS1,4,971
0.5,Fair,1,F,I1,1,713
0.31,Ideal,5,F,VVS1,7,815
0.77,Good,2,F,VS1,4,3393
0.3,Very Good,3,D,SI2,2,447
1.57,Fair,1,H,VS1,4,8133
0.3,Premium,4,I,SI1,3,506
0.52,Ideal,5,D,VS2,5,1919
0.7,Very Good,3,I,VS2,5,2316
0.31,Ideal,5,F,VVS2,6,759
0.43,Very Good,3,G,VVS1,7,1207
0.36,Premium,4,E,SI1,3,810
0.63,Good,2,I,VS2,5,1440
1.7,Ideal,5,H,VS1,4,13823
0.7,Premium,4,E,VS2,5,2822
0.36,Ideal,5,E,VS1,4,753
1.1,Premium,4,E,SI2,2,5174
1.01,Good,2,F,VS1,4,6626
0.38,Premium,4,G,VS2,5,983
0.32,Ideal,5,G,IF,8,918
0.32,Premium,4,I,VS1,4,505
1.15,Premium,4,E,SI2,2,4250
0.51,Ideal,5,G,SI1,3,1237
0.71,Very Good,3,E,VS2,5,2830
0.72,Ideal,5,G,VS2,5,3344
0.33,Premium,4,G,VS2,5,743
0.26,Ideal,5,D,VS1,4,452
0.98,Premium,4,F,SI2,2,3485
0.79,Ideal,5,E,SI1,3,2946
0.7,Premium,4,H,VS2,5,2330
1.23,Premium,4,F,VS2,5,8855
0.75,Very Good,3,F,SI1,3,2347
1.01,Very Good,3,E,SI1,3,6268
0.56,Ideal,5,G,VVS2,6,2148
0.7,Premium,4,G,SI1,3,2352
1.09,Very Good,3,G,VS1,4,7281
0.32,Premium,4,E,SI2,2,449
0.72,Ideal,5,H,SI2,2,1814
1.5,Fair,1,F,VS2,5,13853
0.93,Premium,4,D,SI1,3,3812
1.0,Premium,4,F,SI1,3,4234
1.23,Ideal,5,H,SI2,2,6088
0.4,Premium,4,G,VVS2,6,982
1.24,Ideal,5,F,VS2,5,9478
0.31,Ideal,5,E,VVS1,7,924
0.79,Ideal,5,G,SI1,3,2898
1.08,Premium,4,I,SI2,2,3750
1.5,Good,2,E,SI2,2,9072
1.01,Ideal,5,G,SI2,2,4327
0.78,Ideal,5,G,SI2,2,2561
1.25,Ideal,5,H,SI1,3,6661
1.22,Premium,4,J,VS1,4,5910
0.31,Ideal,5,I,SI1,3,408
0.61,Premium,4,G,VS1,4,2192
0.42,Ideal,5,I,VVS2,6,862
0.41,Ideal,5,J,VS2,5,587
0.25,Good,2,D,VVS2,6,462
1.52,Ideal,5,F,SI2,2,10129
0.45,Premium,4,I,SI1,3,941
0.72,Premium,4,E,SI2,2,2320
0.32,Ideal,5,F,VS1,4,716
0.75,Ideal,5,D,SI2,2,2773
0.33,Very Good,3,E,SI1,3,579
0.31,Ideal,5,H,VVS1,7,707
0.7,Ideal,5,H,VVS2,6,2644
0.3,Very Good,3,H,VVS1,7,819
0.3,Premium,4,F,SI1,3,641
0.9,Premium,4,E,SI1,3,4209
1.02,Premium,4,E,VS2,5,6580
0.78,Ideal,5,G,VS2,5,3325
0.3,Premium,4,F,IF,8,846
0.5,Very Good,3,I,VVS1,7,1448
0.91,Ideal,5,I,SI1,3,3574
0.23,Very Good,3,G,VS2,5,369
0.71,Ideal,5,F,SI1,3,2669
0.96,Fair,1,H,I1,1,1773
0.71,Premium,4,D,VS1,4,3479
0.3,Ideal,5,I,VVS2,6,529
0.75,Very Good,3,E,SI2,2,2383
0.44,Premium,4,F,VS1,4,1081
0.9,Ideal,5,E,VS2,5,4788
1.03,Ideal,5,E,SI1,3,5710
0.7,Ideal,5,F,SI1,3,2806
0.9,Very Good,3,E,SI2,2,3924
0.54,Very Good,3,D,VS1,4,2016
0.32,Ideal,5,E,SI1,3,559
1.21,Fair,1,J,SI2,2,3984
1.02,Premium,4,F,SI2,2,4398
0.38,Ideal,5,D,VS1,4,1067
0.31,Premium,4,E,SI1,3,698
1.0,Premium,4,F,SI2,2,4340
0.52,Ideal,5,D,VS2,5,1822
0.27,Very Good,3,E,SI1,3,407
0.4,Very Good,3,G,VVS1,7,1066
0.35,Ideal,5,E,VVS1,7,1116
0.32,Very Good,3,I,VS2,5,576
1.14,Premium,4,G,SI1,3,5326
0.51,Ideal,5,D,SI2,2,1383
0.8,Premium,4,H,SI1,3,2553
1.21,Fair,1,F,SI2,2,5028
0.3,Ideal,5,H,SI1,3,465
1.54,Good,2,I,VS1,4,10349
0.76,Ideal,5,E,SI2,2,2680
1.72,Premium,4,H,VS2,5,13486
0.41,Ideal,5,F,VS2,5,863
0.4,Ideal,5,D,VS2,5,1125
2.41,Ideal,5,I,SI2,2,16987
0.73,Ideal,5,I,VS2,5,3438
0.36,Very Good,3,I,SI1,3,624
0.39,Premium,4,G,VS2,5,787
0.57,Ideal,5,F,SI1,3,1571
0.5,Very Good,3,E,VS2,5,1407
0.71,Very Good,3,F,SI1,3,2346
1.42,Ideal,5,F,VVS1,7,18682
1.07,Premium,4,H,SI1,3,5123
0.38,Ideal,5,F,VVS1,7,1257
1.2,Very Good,3,F,SI1,3,6985
1.24,Ideal,5,J,VS2,5,5443
1.4,Ideal,5,F,VVS1,7,16808
0.29,Very Good,3,D,VVS2,6,664
0.77,Very Good,3,I,VS1,4,2501
0.3,Ideal,5,F,IF,8,886
1.01,Good,2,E,I1,1,3484
1.02,Premium,4,G,SI1,3,4633
0.25,Very Good,3,F,VS1,4,480
0.3,Ideal,5,G,VVS2,6,878
2.0,Very Good,3,E,SI2,2,15864
0.41,Ideal,5,D,SI1,3,791
2.02,Good,2,E,SI2,2,18236
0.34,Ideal,5,D,SI1,3,803
1.07,Ideal,5,E,VVS2,6,10288
0.71,Good,2,H,SI1,3,2156
0.51,Ideal,5,I,SI1,3,984
0.91,Very Good,3,H,VVS2,6,4143
1.06,Ideal,5,H,VVS2,6,6698
0.7,Good,2,F,SI2,2,2390
0.9,Good,2,I,VS1,4,3398
0.92,Ideal,5,E,SI2,2,4871
1.1,Premium,4,H,SI1,3,5476
1.11,Premium,4,H,VS1,4,4687
2.24,Very Good,3,H,SI2,2,16077
0.32,Ideal,5,E,VS1,4,972
0.97,Ideal,5,D,SI1,3,5028
0.36,Premium,4,E,VS2,5,1013
0.51,Very Good,3,D,SI1,3,1562
0.71,Ideal,5,H,VS1,4,2209
1.07,Fair,1,E,SI2,2,4496
0.31,Ideal,5,F,IF,8,1122
0.5,Ideal,5,D,SI2,2,1239
0.78,Ideal,5,G,SI1,3,2496
1.82,Premium,4,G,SI2,2,12081
0.41,Ideal,5,F,VVS1,7,1295
0.76,Ideal,5,I,VVS1,7,2753
1.51,Fair,1,H,SI2,2,5919
0.79,Premium,4,F,SI2,2,2555
0.75,Premium,4,J,SI2,2,1588
1.23,Ideal,5,I,VVS2,6,7299
0.3,Very Good,3,D,VS2,5,710
1.62,Ideal,5,F,SI1,3,12712
0.78,Ideal,5,E,SI1,3,3345
0.7,Very Good,3,I,SI1,3,1856
0.34,Premium,4,F,VVS2,6,928
0.35,Ideal,5,I,VS1,4,552
1.52,Good,2,E,I1,1,3105
2.02,Ideal,5,H,VS2,5,18050
0.25,Very Good,3,E,IF,8,633
2.0,Premium,4,H,SI1,3,18371
1.5,Ideal,5,E,SI1,3,9828
1.0,Good,2,F,VVS2,6,8079
0.7,Ideal,5,H,SI1,3,2815
0.32,Premium,4,G,SI2,2,540
0.47,Ideal,5,G,SI2,2,784
2.01,Very Good,3,H,SI2,2,16140
0.65,Premium,4,G,VVS1,7,2510
1.0,Very Good,3,F,VS2,5,6701
0.5,Very Good,3,G,SI1,3,1133
1.07,Very Good,3,G,VS2,5,7611
1.6,Ideal,5,G,VS1,4,9856
1.0,Good,2,G,VS1,4,6465
1.01,Ideal,5,G,SI1,3,5555
0.7,Very Good,3,I,VS1,4,2304
1.21,Premium,4,F,VS1,4,9279
1.02,Very Good,3,E,VVS2,6,8745
0.39,Ideal,5,G,VS1,4,853
0.59,Ideal,5,D,SI1,3,1694
0.71,Ideal,5,F,VS1,4,3710
2.02,Very Good,3,I,VS2,5,17581
1.53,Premium,4,D,SI1,3,10907
1.3,Premium,4,F,SI2,2,6261
0.63,Ideal,5,G,SI1,3,1628
1.51,Premium,4,J,SI1,3,7314
2.05,Premium,4,E,SI2,2,17081
1.32,Ideal,5,G,VS1,4,11584
0.52,Ideal,5,G,SI2,2,1150
0.5,Premium,4,G,VS1,4,1583
0.51,Good,2,D,SI2,2,1232
0.38,Ideal,5,E,VVS2,6,1176
0.42,Ideal,5,G,IF,8,1394
2.0,Very Good,3,I,SI1,3,15081
0.41,Very Good,3,D,SI2,2,727
0.32,Very Good,3,I,SI1,3,421
0.26,Very Good,3,E,VVS1,7,547
0.52,Ideal,5,E,VS2,5,1651
2.01,Very Good,3,E,SI2,2,17118
0.3,Premium,4,D,SI2,2,574
0.32,Ideal,5,D,VS2,5,758
0.56,Ideal,5,F,VS2,5,1778
0.7,Ideal,5,G,VS2,5,2371
1.0,Good,2,G,SI1,3,5483
1.08,Good,2,D,SI1,3,5927
1.0,Ideal,5,E,SI1,3,5458
0.71,Ideal,5,F,VVS2,6,4497
0.5,Good,2,E,SI1,3,1155
1.07,Fair,1,G,SI2,2,3545
0.7,Premium,4,F,SI2,2,2234
0.4,Ideal,5,G,VS2,5,807
0.31,Very Good,3,G,VS2,5,698
0.25,Very Good,3,E,VVS1,7,575
0.32,Ideal,5,I,VS2,5,449
0.23,Very Good,3,E,VS1,4,391
0.36,Premium,4,F,VVS2,6,766
0.31,Ideal,5,H,VS2,5,507
0.35,Very Good,3,H,VS1,4,614
1.16,Ideal,5,D,VS2,5,8185
1.81,Fair,1,J,SI1,3,8362
1.25,Very Good,3,H,SI2,2,4199
0.7,Premium,4,G,SI1,3,2285
1.21,Very Good,3,E,SI1,3,5885
1.0,Very Good,3,D,VS2,5,5169
1.42,Ideal,5,I,VS2,5,6069
0.8,Ideal,5,F,SI2,2,3066
0.4,Premium,4,F,VS2,5,842
0.4,Ideal,5,E,SI1,3,945
2.0,Fair,1,J,I1,1,6796
0.73,Ideal,5,D,VS1,4,3509
0.61,Very Good,3,E,SI1,3,1829
0.42,Ideal,5,H,SI2,2,625
0.53,Ideal,5,E,VS2,5,1956
1.01,Ideal,5,F,VS2,5,6501
1.04,Premium,4,F,VVS2,6,9505
1.51,Premium,4,E,SI1,3,11873
0.58,Ideal,5,F,VS1,4,1979
0.5,Very Good,3,D,VS2,5,1602
0.5,Ideal,5,D,VS2,5,1808
1.55,Ideal,5,G,VS1,4,14174
0.4,Very Good,3,D,VVS2,6,1128
1.0,Very Good,3,F,SI1,3,5197
1.14,Very Good,3,J,VS1,4,4702
0.31,Ideal,5,G,VS1,4,627
1.46,Fair,1,G,SI2,2,5504
0.25,Very Good,3,F,IF,8,548
0.32,Ideal,5,F,VVS2,6,786
0.54,Ideal,5,G,VVS1,7,1982
0.75,Ideal,5,E,VS2,5,3150
1.04,Good,2,F,VS1,4,6653
0.52,Very Good,3,F,VS2,5,1550
0.9,Very Good,3,H,SI2,2,3208
1.1,Ideal,5,G,SI2,2,4750
0.43,Premium,4,G,SI1,3,724
0.4,Premium,4,G,SI1,3,900
0.36,Premium,4,E,VS1,4,852
0.3,Ideal,5,D,VS1,4,848
0.44,Premium,4,E,SI1,3,1040
0.33,Ideal,5,E,VS1,4,781
0.25,Very Good,3,F,VVS2,6,575
0.35,Ideal,5,F,VS2,5,906
1.01,Ideal,5,F,VS1,4,7602
0.56,Ideal,5,G,SI1,3,1591
0.57,Ideal,5,D,SI2,2,1333
0.39,Ideal,5,F,VVS1,7,1124
0.5,Very Good,3,F,VS2,5,1615
0.52,Ideal,5,G,VS1,4,1665
1.24,Very Good,3,J,SI2,2,4789
0.8,Very Good,3,F,VS1,4,3559
0.57,Good,2,H,VS1,4,1728
0.35,Premium,4,E,SI1,3,788
0.33,Ideal,5,E,SI1,3,501
0.4,Premium,4,J,SI1,3,675
0.51,Very Good,3,E,VS2,5,1662
1.09,Ideal,5,G,VVS2,6,8149
0.43,Premium,4,F,SI2,2,679
0.37,Very Good,3,E,VS1,4,818
1.01,Ideal,5,G,VS2,5,6271
0.86,Ideal,5,E,SI2,2,3478
0.71,Very Good,3,F,VS2,5,2697
1.01,Very Good,3,H,VS2,5,5897
0.72,Very Good,3,E,VS2,5,3270
0.63,Ideal,5,E,VS2,5,2513
0.32,Ideal,5,I,VVS2,6,548
1.5,Good,2,D,VS2,5,13232
0.38,Premium,4,I,SI1,3,746
0.9,Ideal,5,D,SI1,3,4819
1.0,Very Good,3,D,VS2,5,7281
1.0,Good,2,H,SI1,3,4788
0.32,Ideal,5,G,VS1,4,645
0.44,Good,2,E,SI1,3,756
1.06,Premium,4,F,VS2,5,6673
0.71,Very Good,3,E,VS2,5,2922
1.82,Premium,4,H,SI1,3,14949
0.59,Ideal,5,F,SI2,2,1195
0.3,Premium,4,H,SI1,3,554
0.32,Premium,4,H,VVS1,7,936
1.7,Premium,4,G,VS2,5,15797
0.31,Ideal,5,E,VS2,5,872
0.71,Very Good,3,F,VS1,4,3017
0.75,Premium,4,D,SI2,2,2307
0.33,Ideal,5,G,VS2,5,743
0.37,Ideal,5,G,VS1,4,810
0.34,Very Good,3,E,VVS2,6,819
1.04,Ideal,5,H,VS1,4,5577
0.52,Premium,4,E,SI1,3,1605
0.58,Ideal,5,F,VS1,4,2117
0.3,Good,2,E,SI1,3,526
0.3,Ideal,5,F,VS1,4,612
0.38,Ideal,5,H,VVS2,6,832
0.35,Very Good,3,E,VS1,4,829
0.5,Premium,4,F,SI2,2,1016
0.7,Premium,4,G,I1,1,1206
0.36,Ideal,5,D,SI1,3,713
0.41,Ideal,5,E,VS1,4,1154
0.52,Ideal,5,E,VS2,5,1576
0.33,Very Good,3,G,VS2,5,579
0.51,Premium,4,E,VS2,5,1662
0.32,Ideal,5,D,SI1,3,558
0.42,Premium,4,E,SI1,3,992
0.4,Good,2,E,VS1,4,1138
1.17,Ideal,5,I,SI2,2,4488
1.54,Very Good,3,J,SI1,3,7453
0.54,Premium,4,I,VS1,4,1389
1.06,Ideal,5,H,SI1,3,4602
0.52,Ideal,5,H,VVS1,7,1625
1.53,Very Good,3,E,VS2,5,14282
0.5,Premium,4,G,VS1,4,1624
0.26,Very Good,3,D,VVS1,7,554
0.54,Ideal,5,F,SI2,2,1162
1.0,Fair,1,H,VS2,5,4861
0.27,Very Good,3,D,VS1,4,470
1.23,Ideal,5,F,VVS2,6,11927
0.97,Ideal,5,G,SI2,2,4101
0.83,Ideal,5,G,SI1,3,2800
0.34,Ideal,5,D,SI2,2,481
0.54,Ideal,5,G,VVS1,7,2123
0.34,Premium,4,H,VS2,5,537
0.35,Very Good,3,D,SI1,3,644
0.51,Premium,4,G,VVS2,6,2035
0.72,Very Good,3,G,SI1,3,2396
3.01,Good,2,I,SI2,2,18242
0.91,Ideal,5,J,VS1,4,3267
0.46,Very Good,3,I,VVS1,7,1163
0.71,Very Good,3,I,VS1,4,2226
0.32,Ideal,5,F,VS2,5,610
0.6,Very Good,3,I,VVS2,6,1565
0.7,Very Good,3,F,SI1,3,2267
0.3,Good,2,G,VVS1,7,789
1.26,Ideal,5,I,SI1,3,6597
2.03,Premium,4,G,SI1,3,15322
0.41,Good,2,E,VS1,4,1166
0.7,Very Good,3,E,SI2,2,2514
0.9,Ideal,5,G,SI1,3,4161
0.32,Premium,4,G,SI2,2,540
0.85,Ideal,5,F,VS2,5,3641
1.02,Ideal,5,D,VS2,5,9502
1.5,Very Good,3,F,VS2,5,13037
0.31,Ideal,5,G,VVS1,7,1046
0.9,Very Good,3,F,SI1,3,3992
2.51,Good,2,I,SI2,2,14209
0.37,Premium,4,F,SI1,3,791
0.32,Ideal,5,H,VVS2,6,645
0.42,Good,2,F,VS1,4,1088
0.75,Very Good,3,H,VVS1,7,2806
1.05,Very Good,3,D,SI1,3,5952
0.78,Premium,4,G,SI2,2,2486
0.23,Very Good,3,E,VS1,4,378
1.27,Very Good,3,J,SI1,3,5224
0.33,Ideal,5,E,VVS1,7,984
1.0,Ideal,5,I,SI2,2,2873
1.0,Very Good,3,F,VVS1,7,9201
1.04,Ideal,5,I,SI1,3,4543
0.3,Very Good,3,H,SI1,3,389
1.06,Ideal,5,G,VVS1,7,8488
0.73,Good,2,E,VS1,4,3471
0.36,Ideal,5,G,SI1,3,571
1.27,Very Good,3,I,VS2,5,6443
0.59,Very Good,3,H,VVS2,6,1840
0.9,Very Good,3,E,SI1,3,3863
1.02,Good,2,H,SI1,3,4558
1.07,Ideal,5,D,VVS2,6,12545
0.37,Very Good,3,G,VS2,5,649
0.71,Very Good,3,F,SI1,3,2333
1.01,Good,2,G,VVS2,6,6843
0.31,Very Good,3,H,VVS1,7,907
0.9,Good,2,H,SI1,3,2732
1.06,Premium,4,I,SI2,2,2968
0.81,Very Good,3,F,SI1,3,2858
1.56,Good,2,H,SI1,3,7862
0.74,Ideal,5,D,VS2,5,3487
1.06,Premium,4,H,SI1,3,4785
0.3,Very Good,3,I,SI1,3,394
0.72,Ideal,5,E,SI1,3,2857
0.37,Ideal,5,F,SI1,3,844
0.32,Ideal,5,E,SI2,2,576
0.49,Premium,4,G,SI1,3,1072
0.41,Ideal,5,F,VVS2,6,1192
0.34,Ideal,5,F,VVS2,6,846
1.3,Premium,4,G,VVS2,6,10763
1.64,Premium,4,I,SI2,2,8743
0.5,Ideal,5,G,VVS1,7,1897
2.16,Very Good,3,I,SI1,3,17772
1.11,Ideal,5,H,SI1,3,5854
1.05,Very Good,3,E,SI2,2,4010
1.04,Ideal,5,G,VVS1,7,8794
1.01,Premium,4,E,VS2,5,6968
1.54,Premium,4,G,SI1,3,11574
0.3,Ideal,5,F,VS1,4,570
0.34,Premium,4,D,SI1,3,803
0.31,Ideal,5,G,IF,8,853
0.7,Premium,4,D,SI2,2,1806
0.32,Ideal,5,E,VS2,5,900
0.52,Very Good,3,E,SI1,3,1369
1.21,Premium,4,I,SI2,2,5184
0.31,Good,2,D,SI1,3,571
0.51,Ideal,5,E,VS2,5,1662
0.32,Ideal,5,F,VS2,5,828
1.04,Premium,4,I,SI1,3,4601
0.4,Ideal,5,D,VS2,5,1050
0.43,Good,2,E,VS1,4,970
0.5,Very Good,3,G,VVS2,6,1715
0.5,Premium,4,G,VS1,4,1624
0.27,Very Good,3,F,VVS2,6,591
0.5,Good,2,E,VS2,5,1752
0.34,Ideal,5,G,IF,8,974
0.54,Premium,4,G,SI2,2,1195
1.11,Ideal,5,E,VVS2,6,11074
0.89,Ideal,5,E,SI2,2,3872
0.25,Ideal,5,G,VVS1,7,582
0.4,Good,2,E,VVS2,6,981
0.46,Good,2,F,VS1,4,1113
1.1,Ideal,5,F,VVS2,6,9641
0.31,Ideal,5,G,VVS1,7,789
0.7,Premium,4,G,VS2,5,2317
0.3,Premium,4,G,SI1,3,574
0.37,Ideal,5,F,VS1,4,811
1.56,Good,2,J,VS2,5,8107
1.08,Ideal,5,G,VS1,4,6779
0.91,Good,2,H,VS2,5,3921
1.51,Good,2,H,VS2,5,9821
0.91,Very Good,3,E,VS2,5,4823
1.01,Good,2,G,SI1,3,4588
0.32,Ideal,5,F,VS2,5,828
1.04,Premium,4,E,VS2,5,7047
1.42,Ideal,5,H,SI2,2,7475
0.71,Ideal,5,E,VS2,5,3301
1.54,Ideal,5,I,SI2,2,8092
0.39,Very Good,3,G,VS2,5,734
0.32,Ideal,5,H,VS2,5,505
0.87,Very Good,3,J,SI1,3,2379
1.2,Premium,4,H,SI1,3,5746
0.48,Fair,1,E,SI2,2,907
0.36,Ideal,5,H,VS2,5,587
0.41,Very Good,3,E,SI1,3,705
0.5,Very Good,3,D,SI1,3,1436
0.82,Premium,4,F,SI2,2,2688
1.51,Very Good,3,J,VS2,5,8735
0.41,Premium,4,G,SI1,3,923
1.04,Very Good,3,D,SI1,3,5605
0.41,Very Good,3,D,VS1,4,991
1.24,Ideal,5,I,VS2,5,6076
0.53,Ideal,5,F,SI1,3,1360
1.02,Premium,4,G,VS2,5,6169
0.92,Very Good,3,D,VS1,4,7544
0.9,Very Good,3,G,VS2,5,4400
2.15,Premium,4,H,SI2,2,17221
0.5,Premium,4,D,SI2,2,1243
1.28,Good,2,G,SI1,3,6175
1.06,Ideal,5,F,VS2,5,7334
0.32,Premium,4,D,VS2,5,972
0.31,Premium,4,D,SI2,2,593
0.7,Ideal,5,D,SI1,3,2822
0.92,Fair,1,H,VS1,4,3924
0.4,Ideal,5,D,VVS2,6,1693
0.9,Good,2,G,SI1,3,3734
1.56,Ideal,5,H,VS2,5,11531
0.5,Very Good,3,F,VVS2,6,2013
1.01,Ideal,5,E,VVS2,6,9735
0.93,Premium,4,D,SI1,3,4448
0.71,Ideal,5,H,SI1,3,2313
0.56,Ideal,5,D,VS2,5,1963
1.53,Ideal,5,H,SI1,3,10063
1.51,Very Good,3,I,SI1,3,8637
2.52,Good,2,G,SI2,2,17608
1.02,Premium,4,D,SI2,2,5198
0.51,Very Good,3,E,SI1,3,1315
0.34,Ideal,5,H,VS1,4,765
1.19,Ideal,5,G,SI1,3,6335
1.02,Very Good,3,D,SI1,3,5733
0.41,Ideal,5,G,SI1,3,964
0.4,Very Good,3,F,IF,8,1217
2.29,Fair,1,J,SI1,3,12811
0.7,Premium,4,H,SI1,3,2331
1.2,Ideal,5,J,SI1,3,4536
1.21,Premium,4,G,VVS2,6,9541
0.58,Very Good,3,G,SI1,3,1388
0.35,Ideal,5,I,IF,8,715
1.01,Premium,4,F,SI1,3,4412
0.52,Premium,4,D,SI1,3,1399
1.03,Very Good,3,G,I1,1,2988
0.32,Ideal,5,G,VS1,4,645
0.7,Good,2,H,SI1,3,2117
0.31,Ideal,5,F,IF,8,914
1.04,Ideal,5,H,SI2,2,4484
0.71,Very Good,3,I,VS2,5,2111
0.9,Fair,1,D,SI1,3,4252
1.14,Very Good,3,F,VS2,5,7293
1.51,Very Good,3,F,VVS1,7,18777
0.35,Ideal,5,G,VVS1,7,1028
0.54,Ideal,5,D,SI1,3,1786
0.96,Premium,4,H,SI2,2,3690
2.74,Very Good,3,H,SI2,2,17184
0.31,Premium,4,J,VS1,4,523
0.31,Premium,4,G,VS1,4,802
0.34,Ideal,5,D,VVS1,7,1133
1.0,Ideal,5,D,SI2,2,4956
1.06,Ideal,5,D,VS1,4,8893
0.34,Ideal,5,F,VVS1,7,906
1.12,Premium,4,H,SI1,3,4641
0.41,Ideal,5,I,VVS2,6,827
0.66,Very Good,3,G,VVS2,6,2211
0.6,Very Good,3,F,SI1,3,1661
0.56,Ideal,5,E,SI1,3,1580
1.0,Good,2,D,SI1,3,4155
0.51,Ideal,5,H,SI2,2,1016
0.3,Premium,4,H,VS2,5,473
1.51,Fair,1,H,VS2,5,9452
0.9,Premium,4,J,SI2,2,2717
1.0,Very Good,3,E,VS2,5,6600
0.37,Premium,4,G,VVS2,6,787
0.28,Ideal,5,E,VVS1,7,828
0.3,Ideal,5,I,VS1,4,608
0.34,Good,2,H,VS2,5,537
0.73,Ideal,5,J,VS2,5,2101
0.31,Premium,4,I,VVS2,6,698
0.55,Ideal,5,D,SI2,2,1364
2.51,Very Good,3,E,SI2,2,16717
0.36,Ideal,5,H,VVS1,7,794
1.03,Good,2,G,SI1,3,4679
0.3,Premium,4,H,VS1,4,675
0.74,Ideal,5,F,SI1,3,2379
1.5,Good,2,H,SI1,3,9768
0.33,Ideal,5,H,VVS2,6,854
0.7,Ideal,5,G,SI1,3,2480
0.55,Ideal,5,G,VS1,4,1881
1.02,Premium,4,G,VS2,5,5250
0.74,Ideal,5,I,VS1,4,2440
0.58,Very Good,3,J,SI1,3,1095
0.32,Ideal,5,G,VVS2,6,730
0.33,Premium,4,F,VS2,5,577
0.58,Very Good,3,F,SI1,3,1401
